classification	field	definition_file_line	consumer_file_line	runtime_effect_or_winner	recommended_disposition	marker
live	SM.Unity.Sandbox.CombatSandboxConfig.EnemyTeamTacticId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:25	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1157	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1157	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.Execution	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:20	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:438	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:438	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.Id	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:11	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:64	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:64	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.LeftTeam	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:18	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:140	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:140	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.PreviewSettings	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:16	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSceneController.cs:30	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSceneController.cs:30	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.RightTeam	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:19	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:154	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:154	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.Scenario	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:17	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:62	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:62	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.SceneLayout	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:15	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSceneController.cs:29	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSceneController.cs:29	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.Seed	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:26	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:443	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:443	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.TeamTacticId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:22	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1109	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1109	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxConfig.UseScenarioAuthoring	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxConfig.cs:13	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:878	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:878	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.Anchor	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:24	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1376	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1376	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.ArchetypeIdOverride	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:23	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1167	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1167	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.CharacterId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:22	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1167	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1167	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.NegativeTraitId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:26	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1381	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1381	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.ParticipantId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:20	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1376	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1376	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.PositiveTraitId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:25	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1380	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1380	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.RoleInstructionId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:27	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1177	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1177	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.RoleTag	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:28	Assets/_Game/Scripts/Runtime/Unity/Session/SessionRewardSettlementFlow.cs:768	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Session/SessionRewardSettlementFlow.cs:768	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxEnemySlot.TemporaryAugmentIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxSlotTypes.cs:29	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1383	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:1383	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.BatchCount	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:98	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxPreviewFormatter.cs:14	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxPreviewFormatter.cs:14	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.PresetId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:94	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:88	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:88	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.RecordReplay	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:100	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1241	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1241	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.RunSideSwap	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:99	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1240	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1240	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.Seed	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:97	Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:438	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/GameSessionState.cs:438	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.SeedMode	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:96	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1237	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1237	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.StopOnMismatch	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:101	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1242	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1242	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxExecutionSettings.StopOnReadabilityViolation	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:102	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1243	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1243	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxItemOverrideData.AffixIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:42	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:742	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:742	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxItemOverrideData.ItemId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:41	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:733	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:733	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxRemoteDeckReference.DeckId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:87	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxRemoteDeckReference.Revision	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:88	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxRemoteDeckReference.UserId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:86	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxScenarioMetadata.ScenarioId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:126	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:62	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:62	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.Members	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:115	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:339	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:339	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.RemoteDeck	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:118	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:410	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.SourceMode	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:111	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:170	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:170	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.Tags	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:114	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:323	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:323	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.TeamId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:109	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:874	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:874	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.TeamPermanentAugmentIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:117	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:909	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:909	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.TeamPosture	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:112	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:801	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:801	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.TeamTacticId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:113	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:802	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:802	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamDefinition.TeamTemporaryAugmentIds	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:116	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:858	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:858	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.Anchor	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:74	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:273	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:273	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.ArchetypeId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:72	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:401	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:401	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.BuildOverride	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:79	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:705	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:705	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.CharacterId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:73	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:401	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:401	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.HeroId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:70	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:238	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:238	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.MemberId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:68	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:519	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:519	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.RoleInstructionId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:75	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1022	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:1022	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.SourceKind	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:69	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:401	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:401	keep and preserve consumer evidence	-
live	SM.Unity.Sandbox.CombatSandboxTeamMemberDefinition.TargetDirectiveId	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxAuthoringModels.cs:78	Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:836	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/Sandbox/CombatSandboxScenarioCompiler.cs:836	keep and preserve consumer evidence	-
live	SM.Content.Definitions.DropTableDefinition.GradePowerKappa	Assets/_Game/Scripts/Runtime/Content/Definitions/DropTableDefinition.cs:29	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:34	carried into DropTableTemplate and enforced by DropGradeEconomy mean-preservation guard	keep and preserve consumer evidence	-
live	SM.Content.Definitions.DropTableDefinition.GradeStepBudgetScore	Assets/_Game/Scripts/Runtime/Content/Definitions/DropTableDefinition.cs:30	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/RewardConverter.cs:35	carried into DropTableTemplate and consumed by deterministic generated-affix budget weighting	keep and preserve consumer evidence	-
live	SM.Content.Definitions.DropTableDefinition.GradeJackpotWeight	Assets/_Game/Scripts/Runtime/Content/Definitions/DropTableDefinition.cs:31	Assets/_Game/Scripts/Runtime/Meta/Services/DropGradeEconomy.cs:58	weights the ordinary and high-grade Gaussian components during first-clear grade rolls	keep and preserve consumer evidence	-
live	SM.Content.Definitions.DropTableDefinition.GradeJackpotLatentMean	Assets/_Game/Scripts/Runtime/Content/Definitions/DropTableDefinition.cs:32	Assets/_Game/Scripts/Runtime/Meta/Services/DropGradeEconomy.cs:59	sets the high-grade Gaussian component mean during first-clear grade rolls	keep and preserve consumer evidence	-
